Date,Amount,Account Number,,Transaction Type,Transaction Details,Category,Merchant Name,Processed On
04 Aug 25,-15.7,512847391,,EFTPOS DEBIT,V8213 04/08 IGA XPRESS MURRUMBEENA 84029706158,Groceries,Iga Xpress,04 Aug 25
04 Aug 25,-38.39,512847391,,EFTPOS DEBIT,V8213 04/08 BARBER LANE WINDSOR 94660904654,Personal care,Barber Lane,05 Aug 25
03 Aug 25,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 96094862807,Subscriptions,Netflix.com,03 Aug 25
03 Aug 25,-60.15,512847391,,EFTPOS DEBIT,V8213 03/08 PRICELINE PHARMACY CARNEGIE 62081396340,Personal care,,03 Aug 25
03 Aug 25,-36.95,512847391,,EFTPOS DEBIT,V8213 03/08 COLES SUPERMARKET MALVERN EAST 25095040920,Groceries,,03 Aug 25
02 Aug 25,-89.31,512847391,,EFTPOS DEBIT,V8213 02/08 JB HI-FI CHADSTONE 60196261197,Other shopping,Jb Hi-fi,02 Aug 25
02 Aug 25,-27.74,512847391,,EFTPOS DEBIT,V8213 02/08 NIGHT OWL CONVENIENCE ELSTERNWICK 85149137500,Groceries,Night Owl Convenience,02 Aug 25
02 Aug 25,-36.4,512847391,,EFTPOS DEBIT,V8213 02/08 HOYTS CINEMAS CHADSTONE 58163803649,Uncategorised,Hoyts Cinemas,04 Aug 25
02 Aug 25,-21.52,512847391,,EFTPOS DEBIT,V8213 02/08 LUNE CROISSANTERIE FITZROY 23968931473,Cafe & coffee,Lune Croissanterie,02 Aug 25
02 Aug 25,-191.46,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 51455076954,Uncategorised,Medibank Private,02 Aug 25
02 Aug 25,-163.89,512847391,,EFTPOS DEBIT,V8213 02/08 TONKA RESTAURANT MELBOURNE 87073274353,Restaurants,Tonka Restaurant,02 Aug 25
01 Aug 25,-2.5,512847391,,FEES,ATM OPERATOR FEE,Fees,,02 Aug 25
01 Aug 25,-2386.93,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 55525418790,Uncategorised,Real Estate Trust Acct,03 Aug 25
30 Jul 25,-49.44,512847391,,MISCELLANEOUS DEBIT,V8213 30/07 MENULOG SYDNEY 25504982859,Restaurants,Menulog,30 Jul 25
30 Jul 25,-309.76,512847391,,EFTPOS DEBIT,V8213 30/07 LORT SMITH VET NORTH MELBOURNE 91443966876,Uncategorised,Lort Smith Vet,31 Jul 25
30 Jul 25,-181.96,512847391,,EFTPOS DEBIT,V8213 30/07 BUNNINGS WAREHOUSE PORT MELBOURNE 18231369587,Other shopping,Bunnings Warehouse,30 Jul 25
29 Jul 25,-33.29,512847391,,EFTPOS DEBIT,V8213 29/07 BWS LIQUOR CAULFIELD 53385532617,Alcohol,Bws Liquor,31 Jul 25
29 Jul 25,-156.27,512847391,,EFTPOS DEBIT,V8213 29/07 UNIQLO AUSTRALIA MELBOURNE 75643028257,Clothing & accessories,Uniqlo Australia,30 Jul 25
28 Jul 25,-200.0,512847391,,TRANSFER DEBIT,Internet Transfer To RENT SHARE 36002090020,Transfers out,,29 Jul 25
28 Jul 25,-36.27,512847391,,EFTPOS DEBIT,V8213 28/07 BARBER LANE WINDSOR 65894308168,Personal care,Barber Lane,28 Jul 25
27 Jul 25,-66.18,512847391,,EFTPOS DEBIT,V8213 27/07 AMPOL FOODARY CLAYTON 44045281820,Fuel,Ampol Foodary,27 Jul 25
27 Jul 25,-65.21,512847391,,EFTPOS DEBIT,V8213 27/07 READINGS BOOKS CARLTON 63893804901,Uncategorised,Readings Books,28 Jul 25
27 Jul 25,-86.82,512847391,,EFTPOS DEBIT,V8213 27/07 UNIQLO AUSTRALIA MELBOURNE 47206510900,Clothing & accessories,Uniqlo Australia,28 Jul 25
27 Jul 25,-31.87,512847391,,EFTPOS DEBIT,V8213 27/07 CHEMIST WAREHOUSE OAKLEIGH 93499388207,Medical,Chemist Warehouse,28 Jul 25
26 Jul 25,-100.66,512847391,,EFTPOS DEBIT,V8213 26/07 OFFICEWORKS SOUTH MELBOURNE 85484609345,Other shopping,Officeworks,28 Jul 25
26 Jul 25,-167.51,512847391,,EFTPOS DEBIT,V8213 26/07 BUNNINGS WAREHOUSE PORT MELBOURNE 33475490967,Other shopping,Bunnings Warehouse,26 Jul 25
26 Jul 25,-34.69,512847391,,EFTPOS DEBIT,V8213 26/07 CHEMIST WAREHOUSE OAKLEIGH 24173627748,Medical,Chemist Warehouse,26 Jul 25
25 Jul 25,-35.41,512847391,,MISCELLANEOUS DEBIT,V8213 25/07 MENULOG SYDNEY 98548908787,Restaurants,Menulog,25 Jul 25
25 Jul 25,-16.6,512847391,,EFTPOS DEBIT,V8213 25/07 SEVEN SEEDS COFFEE CARLTON 87117232303,Cafe & coffee,Seven Seeds Coffee,25 Jul 25
25 Jul 25,-44.78,512847391,,EFTPOS DEBIT,V8213 25/07 DAN MURPHYS GLEN IRIS 84792107668,Alcohol,Dan Murphys,26 Jul 25
25 Jul 25,-71.71,512847391,,EFTPOS DEBIT,V8213 25/07 AMPOL FOODARY CLAYTON 72523965900,Fuel,Ampol Foodary,25 Jul 25
24 Jul 25,-147.75,512847391,,AUTOMATIC DRAWING,ORIGIN ENERGY 36519832418,Uncategorised,Origin Energy,24 Jul 25
24 Jul 25,-200.0,512847391,,TRANSFER DEBIT,Internet Transfer To K MITCHELL 47401049073,Transfers out,,24 Jul 25
23 Jul 25,-60.66,512847391,,EFTPOS DEBIT,V8213 23/07 WOOLWORTHS 1234 CARNEGIE 51869830792,Groceries,Woolworths,25 Jul 25
23 Jul 25,-6.41,512847391,,EFTPOS DEBIT,V8213 23/07 KOORNANG RD MILK BAR CARNEGIE 50159688300,Groceries,Koornang Rd Milk Bar,23 Jul 25
23 Jul 25,-55.76,512847391,,EFTPOS DEBIT,V8213 23/07 ALDI STORES OAKLEIGH 25914290698,Groceries,Aldi Stores,25 Jul 25
22 Jul 25,-58.93,512847391,,EFTPOS DEBIT,V8213 22/07 OFFICEWORKS SOUTH MELBOURNE 59126310453,Other shopping,Officeworks,23 Jul 25
22 Jul 25,-118.31,512847391,,EFTPOS DEBIT,V8213 22/07 UNIQLO AUSTRALIA MELBOURNE 82939797775,Clothing & accessories,Uniqlo Australia,22 Jul 25
21 Jul 25,-66.62,512847391,,EFTPOS DEBIT,V8213 21/07 CHEMIST WAREHOUSE OAKLEIGH 11831870566,Medical,Chemist Warehouse,22 Jul 25
21 Jul 25,-29.99,512847391,,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 47418089986,Subscriptions,Adobe Creative Cloud,21 Jul 25
21 Jul 25,-47.03,512847391,,EFTPOS DEBIT,V8213 21/07 READINGS BOOKS CARLTON 65537724229,Uncategorised,Readings Books,21 Jul 25
21 Jul 25,-31.57,512847391,,EFTPOS DEBIT,V8213 21/07 READINGS BOOKS CARLTON 11697526944,Uncategorised,Readings Books,21 Jul 25
21 Jul 25,-71.77,512847391,,MISCELLANEOUS DEBIT,V8213 21/07 THE ICONIC SYDNEY 99765802726,Clothing & accessories,The Iconic,21 Jul 25
20 Jul 25,-125.45,512847391,,EFTPOS DEBIT,V8213 20/07 CHIN CHIN MELBOURNE 80761650485,Restaurants,Chin Chin,22 Jul 25
20 Jul 25,-103.81,512847391,,EFTPOS DEBIT,V8213 20/07 BP CONNECT CHADSTONE 89886365166,Fuel,Bp Connect,21 Jul 25
20 Jul 25,-132.37,512847391,,EFTPOS DEBIT,V8213 20/07 UNIQLO AUSTRALIA MELBOURNE 36135794699,Clothing & accessories,Uniqlo Australia,22 Jul 25
20 Jul 25,-17.0,512847391,,EFTPOS DEBIT,V8213 20/07 LUNE CROISSANTERIE FITZROY 16408797140,Cafe & coffee,Lune Croissanterie,21 Jul 25
19 Jul 25,-13.16,512847391,,EFTPOS DEBIT,V8213 19/07 IGA XPRESS MURRUMBEENA 99683615200,Groceries,Iga Xpress,21 Jul 25
19 Jul 25,-90.19,512847391,,EFTPOS DEBIT,V8213 19/07 AMPOL FOODARY CLAYTON 11432367609,Fuel,Ampol Foodary,20 Jul 25
19 Jul 25,-57.57,512847391,,EFTPOS DEBIT,V8213 19/07 READINGS BOOKS CARLTON 85399015886,Uncategorised,Readings Books,20 Jul 25
18 Jul 25,-219.93,512847391,,EFTPOS DEBIT,V8213 18/07 TONKA RESTAURANT MELBOURNE 10629937371,Restaurants,Tonka Restaurant,20 Jul 25
18 Jul 25,-65.0,512847391,,AUTOMATIC DRAWING,TELSTRA CORPORATION 71522081500,Uncategorised,Telstra Corporation,20 Jul 25
18 Jul 25,-96.4,512847391,,EFTPOS DEBIT,V8213 18/07 BP CONNECT CHADSTONE 91127954778,Fuel,Bp Connect,19 Jul 25
17 Jul 25,-41.98,512847391,,EFTPOS DEBIT,V8213 17/07 WILSON PARKING MELBOURNE 67941626411,Transport,Wilson Parking,17 Jul 25
17 Jul 25,-55.46,512847391,,MISCELLANEOUS DEBIT,V8213 17/07 UBER *TRIP SYDNEY 74359956981,Transport,Uber,17 Jul 25
16 Jul 25,-11.6,512847391,,EFTPOS DEBIT,V8213 16/07 KOORNANG RD MILK BAR CARNEGIE 16988756350,Groceries,Koornang Rd Milk Bar,16 Jul 25
16 Jul 25,-16.69,512847391,,EFTPOS DEBIT,V8213 16/07 NIGHT OWL CONVENIENCE ELSTERNWICK 34563884511,Groceries,,17 Jul 25
16 Jul 25,-29.42,512847391,,EFTPOS DEBIT,V8213 16/07 BWS LIQUOR CAULFIELD 55796314589,Alcohol,Bws Liquor,18 Jul 25
16 Jul 25,-3.44,512847391,,EFTPOS DEBIT,V8213 16/07 COKE VENDING MACHINE MELBOURNE 37082341212,Uncategorised,Coke Vending Machine,18 Jul 25
15 Jul 25,-398.77,512847391,,EFTPOS DEBIT,V8213 15/07 SMILE DENTAL GROUP ARMADALE 80615832927,Medical,Smile Dental Group,15 Jul 25
15 Jul 25,-59.04,512847391,,EFTPOS DEBIT,V8213 15/07 PETSTOCK MOORABBIN 76260093760,Uncategorised,Petstock,17 Jul 25
15 Jul 25,-32.5,512847391,,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 74096700619,Subscriptions,Anthropic Claude.ai,15 Jul 25
15 Jul 25,-8.32,512847391,,EFTPOS DEBIT,V8213 15/07 KOORNANG RD MILK BAR CARNEGIE 26904374501,Groceries,,16 Jul 25
14 Jul 25,-60.02,512847391,,EFTPOS DEBIT,V8213 14/07 AMPOL FOODARY CLAYTON 41900400285,Fuel,Ampol Foodary,15 Jul 25
14 Jul 25,-108.89,512847391,,AUTOMATIC DRAWING,SOUTH EAST WATER 65122736919,Uncategorised,South East Water,14 Jul 25
13 Jul 25,-42.46,512847391,,MISCELLANEOUS DEBIT,V8213 13/07 UBER *TRIP SYDNEY 10372437914,Transport,Uber,13 Jul 25
13 Jul 25,-12.31,512847391,,EFTPOS DEBIT,V8213 13/07 WILSON PARKING MELBOURNE 75458545258,Transport,Wilson Parking,13 Jul 25
12 Jul 25,-66.61,512847391,,EFTPOS DEBIT,V8213 12/07 AMPOL FOODARY CLAYTON 38085651118,Fuel,Ampol Foodary,12 Jul 25
12 Jul 25,-9.99,512847391,,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 71157989405,Subscriptions,Prime Primevideo,13 Jul 25
11 Jul 25,-33.58,512847391,,EFTPOS DEBIT,V8213 11/07 PTV MYKI TOPUP MELBOURNE 63565793607,Transport,Ptv Myki Topup,11 Jul 25
10 Jul 25,-49.23,512847391,,EFTPOS DEBIT,V8213 10/07 HOYTS CINEMAS CHADSTONE 78179937583,Uncategorised,Hoyts Cinemas,10 Jul 25
09 Jul 25,-92.15,512847391,,AUTOMATIC DRAWING,AGL SALES 46504643025,Uncategorised,Agl Sales,09 Jul 25
09 Jul 25,-54.51,512847391,,MISCELLANEOUS DEBIT,V8213 09/07 MENULOG SYDNEY 84524799262,Restaurants,,10 Jul 25
09 Jul 25,-175.62,512847391,,MISCELLANEOUS DEBIT,V8213 09/07 THE ICONIC SYDNEY 93252829035,Clothing & accessories,The Iconic,09 Jul 25
09 Jul 25,-8.88,512847391,,EFTPOS DEBIT,V8213 09/07 PATRICIA COFFEE MELBOURNE 32646040846,Cafe & coffee,Patricia Coffee,09 Jul 25
08 Jul 25,-53.28,512847391,,EFTPOS DEBIT,V8213 08/07 COTTON ON CHADSTONE 19478926094,Clothing & accessories,,08 Jul 25
08 Jul 25,-114.49,512847391,,EFTPOS DEBIT,V8213 08/07 DAN MURPHYS GLEN IRIS 71064895610,Alcohol,,09 Jul 25
08 Jul 25,-8.48,512847391,,EFTPOS DEBIT,V8213 08/07 SEVEN SEEDS COFFEE CARLTON 10611200634,Cafe & coffee,Seven Seeds Coffee,09 Jul 25
08 Jul 25,-9.56,512847391,,EFTPOS DEBIT,V8213 08/07 KOORNANG RD MILK BAR CARNEGIE 70831618513,Groceries,Koornang Rd Milk Bar,09 Jul 25
07 Jul 25,-96.09,512847391,,EFTPOS DEBIT,V8213 07/07 AMPOL FOODARY CLAYTON 84262858690,Fuel,Ampol Foodary,07 Jul 25
07 Jul 25,-30.11,512847391,,EFTPOS DEBIT,V8213 07/07 NIGHT OWL CONVENIENCE ELSTERNWICK 17174147053,Groceries,Night Owl Convenience,08 Jul 25
07 Jul 25,-13.99,512847391,,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 82439646216,Subscriptions,Spotify Australia,08 Jul 25
06 Jul 25,-50.39,512847391,,EFTPOS DEBIT,V8213 06/07 PRICELINE PHARMACY CARNEGIE 54419900515,Personal care,Priceline Pharmacy,06 Jul 25
06 Jul 25,-111.38,512847391,,EFTPOS DEBIT,V8213 06/07 LORT SMITH VET NORTH MELBOURNE 76626073049,Uncategorised,Lort Smith Vet,08 Jul 25
05 Jul 25,-26.96,512847391,,EFTPOS DEBIT,V8213 05/07 HOYTS CINEMAS CHADSTONE 64275549159,Uncategorised,Hoyts Cinemas,05 Jul 25
05 Jul 25,-24.95,512847391,,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 27405046212,Gym & fitness,Goodlife Health Clubs,06 Jul 25
05 Jul 25,-123.23,512847391,,EFTPOS DEBIT,V8213 05/07 CHIN CHIN MELBOURNE 66374552927,Restaurants,Chin Chin,06 Jul 25
05 Jul 25,-15.69,512847391,,EFTPOS DEBIT,V8213 05/07 LUNE CROISSANTERIE FITZROY 98585966010,Cafe & coffee,Lune Croissanterie,06 Jul 25
04 Jul 25,-4.13,512847391,,EFTPOS DEBIT,V8213 04/07 PATRICIA COFFEE MELBOURNE 48827774116,Cafe & coffee,Patricia Coffee,05 Jul 25
03 Jul 25,-25.99,512847391,,AUTOMATIC DRAWING,NETFLIX.COM 27874227143,Subscriptions,Netflix.com,04 Jul 25
02 Jul 25,-62.62,512847391,,MISCELLANEOUS DEBIT,V8213 02/07 MENULOG SYDNEY 83033256192,Restaurants,Menulog,04 Jul 25
02 Jul 25,-187.9,512847391,,AUTOMATIC DRAWING,MEDIBANK PRIVATE 71005636312,Uncategorised,Medibank Private,02 Jul 25
01 Jul 25,-67.51,512847391,,EFTPOS DEBIT,V8213 01/07 CHEMIST WAREHOUSE OAKLEIGH 18519967552,Medical,,01 Jul 25
01 Jul 25,-2362.26,512847391,,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 27471879714,Uncategorised,Real Estate Trust Acct,03 Jul 25
01 Jul 25,-1.85,512847391,,FEES,INTERNATIONAL TRANSACTION FEE,Fees,,01 Jul 25
01 Jul 25,-198.8,512847391,,EFTPOS DEBIT,V8213 01/07 BUNNINGS WAREHOUSE PORT MELBOURNE 89372968547,Other shopping,Bunnings Warehouse,01 Jul 25
01 Jul 25,-75.32,512847391,,EFTPOS DEBIT,V8213 01/07 OFFICEWORKS SOUTH MELBOURNE 99520331486,Other shopping,Officeworks,02 Jul 25
