id,date,amount,type,description,merchant,account,category,parent,confidence
848,2025-08-09,-85.19,EFTPOS DEBIT,V8213 09/08 MALVERN MEDICAL CTR MALVERN 36553963265,Malvern Medical Ctr,512847391,Doctor,Health,1.0
849,2025-08-09,-143.65,EFTPOS DEBIT,V8213 09/08 BUNNINGS WAREHOUSE PORT MELBOURNE 44443512234,,512847391,Hardware & DIY,Shopping,1.0
850,2025-08-09,-160.55,EFTPOS DEBIT,V8213 09/08 LORT SMITH VET NORTH MELBOURNE 47888593314,,512847391,Vet,Pets,1.0
851,2025-08-09,-92.15,AUTOMATIC DRAWING,AGL SALES 90693690122,Agl Sales,512847391,Gas,Utilities,1.0
852,2025-08-09,-137.12,EFTPOS DEBIT,V8213 09/08 WOOLWORTHS 1234 CARNEGIE 82602003300,Woolworths,512847391,Supermarket,Groceries,1.0
853,2025-08-08,-34.38,EFTPOS DEBIT,V8213 08/08 COTTON ON CHADSTONE 34188248368,Cotton On,512847391,Clothing,Shopping,0.89
854,2025-08-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 46676313879,Spotify Australia,512847391,Music,Subscriptions,1.0
855,2025-08-07,-52.32,EFTPOS DEBIT,V8213 07/08 CHEMIST WAREHOUSE OAKLEIGH 90860080162,Chemist Warehouse,512847391,Medicine,Health,1.0
856,2025-08-07,-95.46,EFTPOS DEBIT,V8213 07/08 WOOLWORTHS 1234 CARNEGIE 62056986781,Woolworths,512847391,Supermarket,Groceries,1.0
857,2025-08-06,-35.32,MISCELLANEOUS DEBIT,V8213 06/08 DIDI MOBILITY MELBOURNE 79564589849,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
858,2025-08-06,-105.99,EFTPOS DEBIT,V8213 06/08 MALVERN MEDICAL CTR MALVERN 14067190897,,512847391,Doctor,Health,1.0
859,2025-08-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 88367265579,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
860,2025-08-05,-160.4,EFTPOS DEBIT,V8213 05/08 TONKA RESTAURANT MELBOURNE 20891097936,,512847391,Restaurants & Takeaway,Dining,1.0
861,2025-08-05,-231.09,EFTPOS DEBIT,V8213 05/08 TONKA RESTAURANT MELBOURNE 18360887346,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
862,2025-08-04,-25.48,EFTPOS DEBIT,V8213 04/08 BWS LIQUOR CAULFIELD 32654273737,,512847391,Liquor Store,Groceries,1.0
863,2025-08-04,-15.7,EFTPOS DEBIT,V8213 04/08 IGA XPRESS MURRUMBEENA 84029706158,Iga Xpress,512847391,Convenience Store,Groceries,1.0
864,2025-08-04,-38.39,EFTPOS DEBIT,V8213 04/08 BARBER LANE WINDSOR 94660904654,Barber Lane,512847391,Haircuts,Personal Care,0.89
865,2025-08-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 96094862807,Netflix.com,512847391,Streaming,Subscriptions,0.97
866,2025-08-03,-60.15,EFTPOS DEBIT,V8213 03/08 PRICELINE PHARMACY CARNEGIE 62081396340,,512847391,Grooming & Cosmetics,Personal Care,1.0
867,2025-08-03,-36.95,EFTPOS DEBIT,V8213 03/08 COLES SUPERMARKET MALVERN EAST 25095040920,,512847391,Supermarket,Groceries,0.95
868,2025-08-02,-89.31,EFTPOS DEBIT,V8213 02/08 JB HI-FI CHADSTONE 60196261197,Jb Hi-fi,512847391,Electronics,Shopping,1.0
869,2025-08-02,-27.74,EFTPOS DEBIT,V8213 02/08 NIGHT OWL CONVENIENCE ELSTERNWICK 85149137500,Night Owl Convenience,512847391,Convenience Store,Groceries,0.91
870,2025-08-02,-36.4,EFTPOS DEBIT,V8213 02/08 HOYTS CINEMAS CHADSTONE 58163803649,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
871,2025-08-02,-21.52,EFTPOS DEBIT,V8213 02/08 LUNE CROISSANTERIE FITZROY 23968931473,Lune Croissanterie,512847391,Bakery,Groceries,0.89
872,2025-08-02,-191.46,AUTOMATIC DRAWING,MEDIBANK PRIVATE 51455076954,Medibank Private,512847391,Health Insurance,Insurance,1.0
873,2025-08-02,-163.89,EFTPOS DEBIT,V8213 02/08 TONKA RESTAURANT MELBOURNE 87073274353,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
874,2025-08-01,-2.5,FEES,ATM OPERATOR FEE,,512847391,ATM Fees,Fees,0.86
875,2025-08-01,-2386.93,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 55525418790,Real Estate Trust Acct,512847391,Rent,Housing,1.0
876,2025-07-30,-49.44,MISCELLANEOUS DEBIT,V8213 30/07 MENULOG SYDNEY 25504982859,Menulog,512847391,Food Delivery,Dining,1.0
877,2025-07-30,-309.76,EFTPOS DEBIT,V8213 30/07 LORT SMITH VET NORTH MELBOURNE 91443966876,Lort Smith Vet,512847391,Vet,Pets,1.0
878,2025-07-30,-181.96,EFTPOS DEBIT,V8213 30/07 BUNNINGS WAREHOUSE PORT MELBOURNE 18231369587,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,0.96
879,2025-07-29,-33.29,EFTPOS DEBIT,V8213 29/07 BWS LIQUOR CAULFIELD 53385532617,Bws Liquor,512847391,Liquor Store,Groceries,1.0
880,2025-07-29,-156.27,EFTPOS DEBIT,V8213 29/07 UNIQLO AUSTRALIA MELBOURNE 75643028257,Uniqlo Australia,512847391,Clothing,Shopping,1.0
881,2025-07-28,-200.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 36002090020,,512847391,External Transfers,Transfers,1.0
882,2025-07-28,-36.27,EFTPOS DEBIT,V8213 28/07 BARBER LANE WINDSOR 65894308168,Barber Lane,512847391,Haircuts,Personal Care,1.0
883,2025-07-27,-66.18,EFTPOS DEBIT,V8213 27/07 AMPOL FOODARY CLAYTON 44045281820,Ampol Foodary,512847391,Fuel,Car,1.0
884,2025-07-27,-65.21,EFTPOS DEBIT,V8213 27/07 READINGS BOOKS CARLTON 63893804901,Readings Books,512847391,Books,Entertainment,0.93
885,2025-07-27,-86.82,EFTPOS DEBIT,V8213 27/07 UNIQLO AUSTRALIA MELBOURNE 47206510900,Uniqlo Australia,512847391,Clothing,Shopping,1.0
886,2025-07-27,-31.87,EFTPOS DEBIT,V8213 27/07 CHEMIST WAREHOUSE OAKLEIGH 93499388207,Chemist Warehouse,512847391,Medicine,Health,1.0
887,2025-07-26,-100.66,EFTPOS DEBIT,V8213 26/07 OFFICEWORKS SOUTH MELBOURNE 85484609345,Officeworks,512847391,Office Supplies,Shopping,1.0
888,2025-07-26,-167.51,EFTPOS DEBIT,V8213 26/07 BUNNINGS WAREHOUSE PORT MELBOURNE 33475490967,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
889,2025-07-26,-34.69,EFTPOS DEBIT,V8213 26/07 CHEMIST WAREHOUSE OAKLEIGH 24173627748,Chemist Warehouse,512847391,Medicine,Health,1.0
890,2025-07-25,-35.41,MISCELLANEOUS DEBIT,V8213 25/07 MENULOG SYDNEY 98548908787,Menulog,512847391,Food Delivery,Dining,1.0
891,2025-07-25,-16.6,EFTPOS DEBIT,V8213 25/07 SEVEN SEEDS COFFEE CARLTON 87117232303,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
892,2025-07-25,-44.78,EFTPOS DEBIT,V8213 25/07 DAN MURPHYS GLEN IRIS 84792107668,Dan Murphys,512847391,Liquor Store,Groceries,0.86
893,2025-07-25,-71.71,EFTPOS DEBIT,V8213 25/07 AMPOL FOODARY CLAYTON 72523965900,Ampol Foodary,512847391,Fuel,Car,1.0
894,2025-07-24,-147.75,AUTOMATIC DRAWING,ORIGIN ENERGY 36519832418,Origin Energy,512847391,Electricity,Utilities,0.93
895,2025-07-24,-200.0,TRANSFER DEBIT,Internet Transfer To K MITCHELL 47401049073,,512847391,External Transfers,Transfers,1.0
896,2025-07-23,-60.66,EFTPOS DEBIT,V8213 23/07 WOOLWORTHS 1234 CARNEGIE 51869830792,Woolworths,512847391,Supermarket,Groceries,1.0
897,2025-07-23,-6.41,EFTPOS DEBIT,V8213 23/07 KOORNANG RD MILK BAR CARNEGIE 50159688300,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
898,2025-07-23,-55.76,EFTPOS DEBIT,V8213 23/07 ALDI STORES OAKLEIGH 25914290698,Aldi Stores,512847391,Supermarket,Groceries,1.0
899,2025-07-22,-58.93,EFTPOS DEBIT,V8213 22/07 OFFICEWORKS SOUTH MELBOURNE 59126310453,Officeworks,512847391,Office Supplies,Shopping,1.0
900,2025-07-22,-118.31,EFTPOS DEBIT,V8213 22/07 UNIQLO AUSTRALIA MELBOURNE 82939797775,Uniqlo Australia,512847391,Clothing,Shopping,1.0
901,2025-07-21,-66.62,EFTPOS DEBIT,V8213 21/07 CHEMIST WAREHOUSE OAKLEIGH 11831870566,Chemist Warehouse,512847391,Medicine,Health,0.92
902,2025-07-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 47418089986,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
903,2025-07-21,-47.03,EFTPOS DEBIT,V8213 21/07 READINGS BOOKS CARLTON 65537724229,Readings Books,512847391,Books,Entertainment,1.0
904,2025-07-21,-31.57,EFTPOS DEBIT,V8213 21/07 READINGS BOOKS CARLTON 11697526944,Readings Books,512847391,Books,Entertainment,1.0
905,2025-07-21,-71.77,MISCELLANEOUS DEBIT,V8213 21/07 THE ICONIC SYDNEY 99765802726,The Iconic,512847391,Clothing,Shopping,1.0
906,2025-07-20,-125.45,EFTPOS DEBIT,V8213 20/07 CHIN CHIN MELBOURNE 80761650485,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
907,2025-07-20,-103.81,EFTPOS DEBIT,V8213 20/07 BP CONNECT CHADSTONE 89886365166,Bp Connect,512847391,Fuel,Car,1.0
908,2025-07-20,-132.37,EFTPOS DEBIT,V8213 20/07 UNIQLO AUSTRALIA MELBOURNE 36135794699,Uniqlo Australia,512847391,Clothing,Shopping,1.0
909,2025-07-20,-17.0,EFTPOS DEBIT,V8213 20/07 LUNE CROISSANTERIE FITZROY 16408797140,Lune Croissanterie,512847391,Bakery,Groceries,1.0
910,2025-07-19,-13.16,EFTPOS DEBIT,V8213 19/07 IGA XPRESS MURRUMBEENA 99683615200,Iga Xpress,512847391,Convenience Store,Groceries,1.0
911,2025-07-19,-90.19,EFTPOS DEBIT,V8213 19/07 AMPOL FOODARY CLAYTON 11432367609,Ampol Foodary,512847391,Fuel,Car,1.0
912,2025-07-19,-57.57,EFTPOS DEBIT,V8213 19/07 READINGS BOOKS CARLTON 85399015886,Readings Books,512847391,Books,Entertainment,1.0
913,2025-07-18,-219.93,EFTPOS DEBIT,V8213 18/07 TONKA RESTAURANT MELBOURNE 10629937371,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
914,2025-07-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 71522081500,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
915,2025-07-18,-96.4,EFTPOS DEBIT,V8213 18/07 BP CONNECT CHADSTONE 91127954778,Bp Connect,512847391,Fuel,Car,1.0
916,2025-07-17,-41.98,EFTPOS DEBIT,V8213 17/07 WILSON PARKING MELBOURNE 67941626411,Wilson Parking,512847391,Parking,Car,1.0
917,2025-07-17,-55.46,MISCELLANEOUS DEBIT,V8213 17/07 UBER *TRIP SYDNEY 74359956981,Uber,512847391,Taxis & Rideshare,Transport,0.92
918,2025-07-16,-11.6,EFTPOS DEBIT,V8213 16/07 KOORNANG RD MILK BAR CARNEGIE 16988756350,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
919,2025-07-16,-16.69,EFTPOS DEBIT,V8213 16/07 NIGHT OWL CONVENIENCE ELSTERNWICK 34563884511,,512847391,Convenience Store,Groceries,1.0
920,2025-07-16,-29.42,EFTPOS DEBIT,V8213 16/07 BWS LIQUOR CAULFIELD 55796314589,Bws Liquor,512847391,Liquor Store,Groceries,1.0
921,2025-07-16,-3.44,EFTPOS DEBIT,V8213 16/07 COKE VENDING MACHINE MELBOURNE 37082341212,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
922,2025-07-15,-398.77,EFTPOS DEBIT,V8213 15/07 SMILE DENTAL GROUP ARMADALE 80615832927,Smile Dental Group,512847391,Dentist,Health,1.0
923,2025-07-15,-59.04,EFTPOS DEBIT,V8213 15/07 PETSTOCK MOORABBIN 76260093760,Petstock,512847391,Pet Supplies,Pets,1.0
924,2025-07-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 74096700619,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
925,2025-07-15,-8.32,EFTPOS DEBIT,V8213 15/07 KOORNANG RD MILK BAR CARNEGIE 26904374501,,512847391,Snacks & Drinks,Dining,0.99
926,2025-07-14,-60.02,EFTPOS DEBIT,V8213 14/07 AMPOL FOODARY CLAYTON 41900400285,Ampol Foodary,512847391,Fuel,Car,0.96
927,2025-07-14,-108.89,AUTOMATIC DRAWING,SOUTH EAST WATER 65122736919,South East Water,512847391,Water,Utilities,0.97
928,2025-07-13,-42.46,MISCELLANEOUS DEBIT,V8213 13/07 UBER *TRIP SYDNEY 10372437914,Uber,512847391,Taxis & Rideshare,Transport,1.0
929,2025-07-13,-12.31,EFTPOS DEBIT,V8213 13/07 WILSON PARKING MELBOURNE 75458545258,Wilson Parking,512847391,Parking,Car,1.0
930,2025-07-12,-66.61,EFTPOS DEBIT,V8213 12/07 AMPOL FOODARY CLAYTON 38085651118,Ampol Foodary,512847391,Fuel,Car,1.0
931,2025-07-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 71157989405,Prime Primevideo,512847391,Streaming,Subscriptions,0.94
932,2025-07-11,-33.58,EFTPOS DEBIT,V8213 11/07 PTV MYKI TOPUP MELBOURNE 63565793607,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
933,2025-07-10,-49.23,EFTPOS DEBIT,V8213 10/07 HOYTS CINEMAS CHADSTONE 78179937583,Hoyts Cinemas,512847391,Cinema,Entertainment,0.98
934,2025-07-09,-92.15,AUTOMATIC DRAWING,AGL SALES 46504643025,Agl Sales,512847391,Gas,Utilities,0.89
935,2025-07-09,-54.51,MISCELLANEOUS DEBIT,V8213 09/07 MENULOG SYDNEY 84524799262,,512847391,Food Delivery,Dining,1.0
936,2025-07-09,-175.62,MISCELLANEOUS DEBIT,V8213 09/07 THE ICONIC SYDNEY 93252829035,The Iconic,512847391,Clothing,Shopping,0.97
937,2025-07-09,-8.88,EFTPOS DEBIT,V8213 09/07 PATRICIA COFFEE MELBOURNE 32646040846,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
938,2025-07-08,-53.28,EFTPOS DEBIT,V8213 08/07 COTTON ON CHADSTONE 19478926094,,512847391,Clothing,Shopping,1.0
939,2025-07-08,-114.49,EFTPOS DEBIT,V8213 08/07 DAN MURPHYS GLEN IRIS 71064895610,,512847391,Liquor Store,Groceries,1.0
940,2025-07-08,-8.48,EFTPOS DEBIT,V8213 08/07 SEVEN SEEDS COFFEE CARLTON 10611200634,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
941,2025-07-08,-9.56,EFTPOS DEBIT,V8213 08/07 KOORNANG RD MILK BAR CARNEGIE 70831618513,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
942,2025-07-07,-96.09,EFTPOS DEBIT,V8213 07/07 AMPOL FOODARY CLAYTON 84262858690,Ampol Foodary,512847391,Fuel,Car,1.0
943,2025-07-07,-30.11,EFTPOS DEBIT,V8213 07/07 NIGHT OWL CONVENIENCE ELSTERNWICK 17174147053,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
944,2025-07-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 82439646216,Spotify Australia,512847391,Music,Subscriptions,1.0
945,2025-07-06,-50.39,EFTPOS DEBIT,V8213 06/07 PRICELINE PHARMACY CARNEGIE 54419900515,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,0.97
946,2025-07-06,-111.38,EFTPOS DEBIT,V8213 06/07 LORT SMITH VET NORTH MELBOURNE 76626073049,Lort Smith Vet,512847391,Vet,Pets,1.0
947,2025-07-05,-26.96,EFTPOS DEBIT,V8213 05/07 HOYTS CINEMAS CHADSTONE 64275549159,Hoyts Cinemas,512847391,Cinema,Entertainment,0.93
948,2025-07-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 27405046212,Goodlife Health Clubs,512847391,Gym,Fitness,0.64
949,2025-07-05,-123.23,EFTPOS DEBIT,V8213 05/07 CHIN CHIN MELBOURNE 66374552927,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
950,2025-07-05,-15.69,EFTPOS DEBIT,V8213 05/07 LUNE CROISSANTERIE FITZROY 98585966010,Lune Croissanterie,512847391,Bakery,Groceries,1.0
951,2025-07-04,-4.13,EFTPOS DEBIT,V8213 04/07 PATRICIA COFFEE MELBOURNE 48827774116,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
952,2025-07-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 27874227143,Netflix.com,512847391,Streaming,Subscriptions,1.0
953,2025-07-02,-62.62,MISCELLANEOUS DEBIT,V8213 02/07 MENULOG SYDNEY 83033256192,Menulog,512847391,Food Delivery,Dining,1.0
954,2025-07-02,-187.9,AUTOMATIC DRAWING,MEDIBANK PRIVATE 71005636312,Medibank Private,512847391,Health Insurance,Insurance,0.96
955,2025-07-01,-67.51,EFTPOS DEBIT,V8213 01/07 CHEMIST WAREHOUSE OAKLEIGH 18519967552,,512847391,Medicine,Health,1.0
956,2025-07-01,-2362.26,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 27471879714,Real Estate Trust Acct,512847391,Rent,Housing,1.0
957,2025-07-01,-1.85,FEES,INTERNATIONAL TRANSACTION FEE,,512847391,Foreign Transaction Fees,Fees,1.0
958,2025-07-01,-198.8,EFTPOS DEBIT,V8213 01/07 BUNNINGS WAREHOUSE PORT MELBOURNE 89372968547,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
959,2025-07-01,-75.32,EFTPOS DEBIT,V8213 01/07 OFFICEWORKS SOUTH MELBOURNE 99520331486,Officeworks,512847391,Office Supplies,Shopping,1.0
